,Judul,Url,Bahan,Step,clean
226,Resep Sup Merah,https://resepkoki.id/resep/resep-sup-merah/," Dada ayam, potong dadu  -  250 gram Wortel  -  2 buah Sosis  -  6 buah Bawang putih, cincang halus  -  4 siung Bawang bombay, iris tipis  -  1/2 buah Merica bubuk  -  1/2 sdt Pala bubuk  -  1/4 sdt Kaldu ayam  -  1 liter Margarin, untuk menumis  -  1 sdm Garam  -  secukupnya Gula  -  secukupnya Tepung maizena, encerkan dengan sedikit air  -  1 sdtSAUS TOMAT: Tomat  -  5 buah Saus tomat  -  2 sdm","Saus tomat: Rebus tomat sampai lunak, kemudian kupas kulitnya. Blender tomat sampai halus, kemudian saring. Sisihkan.Tumis bawang putih dan bawang bombay sampai harum, kemudian masukkan daging ayam yang sudah dipotong. Tumis sampai daging ayam berubah warna.Tambahkan air kaldu, kemudian masukkan wortel yang sudah dipotong. Tambahkan saus tomat, garam, gula merica dan pala, aduk rata.Setelah wortel empuk masukkan sosis dan kacang polong, tunggu mendidih kemudian tambahkan larutan maizena, aduk rata, angkat.Sup merah siap disajikan hangat.","['tepung maizena', 'sosis', 'kaldu ayam', 'dada ayam', 'saus tomat', 'pala bubuk', 'merica bubuk', 'tomat', 'bawang putih', 'bawang bombay', 'wortel', 'margarin']"
227,Resep Salad Sayur,https://resepkoki.id/resep/resep-salad-sayur/," Selada  -  5 lembar Tomat cherry  -  10 buah timun  -  1/2 buah Kol ungu  -  1/4 buah Air jeruk nipis  -  3 sdm Madu  -  2 sdm Olive oil  -  3 sdm Mayonnaise  -  2 sdm Bawang putih, cincang halus  -  1 buah Garam  -  1/4 sdt Lada hitam bubuk  -  secukupnya ","Cuci bersih selada, tomat, timun, paprika dan kol ungu. Potong-potong semua sayuran sesuai selera.Campur semua bahan dressing, kemudian aduk rata.Tata sayuran yang sudah di potong-potong di piring saji, kemudian siram dengan bahan dressing.Simpan salad sayur dikulkas selama 20 menit sampai bumbu meresap.Salad sayur siap disajikan.Supaya lebih sehat, garam juga bisa bisa diganti dengan seasalt.","['madu', 'lada', 'bubuk', 'buah cherry', 'mayonnaise', 'jeruk nipis', 'kol merah', 'tomat', 'timun', 'bawang putih', 'hitam', 'selada', 'olive']"
228,Resep Jus Alpukat,https://resepkoki.id/resep/resep-jus-alpukat/," Alpukat ukuran besar @400 gram  -  1 buah Gula pasir  -  2 sdm Susu kental manis  -  2 sdm Es batu  -  200 gram Kental manis coklat, untuk hiasan gelas  -  secukupnya Kental manis putih, untuk hiasan gelas  -  secukupnya","Belah dua alpukat, buang bijinya. Keruk dagingnya dengan sendok lalu potong-potong.Masukkan alpukat ke dalam blender. Lalu masukkan juga gula pasir, susu kental manis, air, dan es batu.Blender dengan kecepatan rendah sampai es batu hancur dan alpukat menjadi lembut.Siapkan gelas, hias tepi gelas dengan kental manis coklat dan putih sesuai selera, lalu tuang jus alpukat ke dalam gelas. Siap disajikan.","['alpukat', 'susu kental manis', 'susu kental manis', 'putih', 'batu', 'cokelat']"
229,Resep Mie Kuah Susu,https://resepkoki.id/resep/resep-mie-kuah-susu/," Mie instan rasa soto  -  1 bungkus Susu full cream cair  -  200 ml Bawang putih, cincang halus  -  2 siung Telur  -  1 butir Sosis, potong tipis  -  1 buah Keju cheddar, parut  -  30 gram  Keju cheddar, parut  -  secukupnya Parsley bubuk  -  secukupnya ","Rebus mie instan sampai setengah matang, angkat dan tiriskan. Buang air rebusannya.Tumis bawang putih dan cabai sampai harum, masukkan sosis tumis sebentar.Masukkan mie yang sudah direbus, aduk rata, kemudian masukkan susu cair, keju parut, dan bumbu mie instan, aduk rata.Masukkan 1 butir telur tidak usah diaduk, tunggu sampai telur matang kemudian angkat.Tuang di mangkuk saji, taburi lagi dengan keju dan parsley.Jika ingin mencoba varian rasa lain yang tidak kalah lezat, Anda bisa memakai mie rebus rasa kari.","['keju cheddar', 'soto', 'sosis', 'bubuk', 'telur', 'parsley', 'mie', 'bawang putih', 'susu full cream']"
230,Resep Bubur Ayam Quaker Oat,https://resepkoki.id/resep/resep-bubur-ayam-quaker-oat/," Quaker oat  -  50 gram Air  -  250 ml Bawang putih  -  2 siung Kecap asin  -  1 sdm Minyak wijen  -  1 sdt Garam  -  1/4 sdt Merica bubuk  -  secukupnya Kaldu ayam bubuk  -  1/4 sdt Dada ayam, goreng dan suwir-suwir  -  secukupnya Telur rebus  -  1 butir Bawang goreng  -  secukupnya Kacang kedelai, goreng  -  secukupnya Daun bawang, iris  -  secukupnya Kerupuk udang  -  secukupnya","Haluskan bawang putih dan bawang merah, tumis dengan sedikit minyak sampai harum. Tambahkan air kemudian masukkan quaker oat. Aduk rata sampai oat mulai mengembang.Tambahkan kecap asin, minyak wijen, kaldu ayam, garam dan merica bubuk. Aduk rata, masak sampai mengental menjadi bubur.Tuang bubur ke dalam mangkuk saji, tambahkan telur rebus, suwiran ayam, taburi dengan bawang goreng, kedelai goreng, daun bawang, serta kerupuk.Bubur ayam quaker oat siap disajikan.","['quaker oat', 'wijen', 'bawang', 'dada ayam', 'telur', 'kecap asin', 'kerupuk udang', 'merica bubuk', 'kaldu ayam bubuk', 'daun bawang', 'bawang putih', 'kacang kedelai']"
231,Resep Es Alpukat,https://resepkoki.id/resep/resep-es-alpukat/," Alpukat matang  -  2 buah Susu evaporasi (1 kaleng)  -  380 gram Nata de coco, dan airnya  -  250 gram Selasih  -  1 sdm Pasta pandan  -  5 tetes Es batu  -  secukupnya  ","Keruk daging buah alpukat, sisihkan. Kemudian rendam selasih dalam air sampai mengembang, sisihkan.Dalam mangkuk besar, campur susu evaporasi, nata de coco beserta airnya, kental manis putih, dan pasta pandan. Aduk sampai tercampur rata.Masukkan daging buah alpukat dan selasih kemudian aduk rata.Tambahkan es batu atau dinginkan di kulkas.Es alpukat siap disajikan.","['biji selasih', 'pasta', 'alpukat', 'nata de coco', 'kaleng', 'pandan', 'batu', 'susu evaporasi']"
232,Resep Banoffee Pie,https://resepkoki.id/resep/resep-banoffee-pie/," Biskuit susu  -  200 gram Margarin leleh  -  80 gram Pisang matang, potong bulat  -  3 buah Whipping cream cair  -  200 ml Gula pasir  -  200 gram Margarin  -  1 sdm Dark cooking coklat, serut  -  secukupnya ","Kulit Pie: Haluskan biskuit susu menggunakan chopper, masukkan margarin cair. Aduk hingga tercampur rata.Masukkan biskuit ke dalam cetakan pie, tekan-tekan seluruh permukaannya hingga padat. Sisihkan.Lapisan Karamel: panaskan gula pasir hingga menjadi karamel, kemudian masukkan whipping cream cair. Aduk-aduk sampai tidak ada gumpalan.Tuang lapisan karamel ke dalam kulit pie, dinginkan sebentar di kulkas hingga karamel memadat. Kemudian tata potongan pisang diatas karamel.Tutup permukaannya dengan whipping cream yang sudah dikocok kaku, kemudian taburi dengan dark cooking chocolate yang diserut.Diamkan di kulkas hingga dingin, banoffee siap disajikan.Anda juga bisa mengganti topping coklat serut dengan bubuk kopi instan di atas whipped cream.","['cokelat', 'cooking', 'biskuit susu', 'pisang', 'dark', 'margarin', 'whipping cream']"
233,Resep Baguette,https://resepkoki.id/resep/resep-baguette/, Tepung terigu protein tinggi  -  500 gram Ragi instant  -  5 gram Air hangat  -  300 ml Air dalam wadah spray  -  secukupnya,"Campur tepung terigu, ragi instan dan garam, aduk rata. Masukkan air sedikit-sedikit, uleni hingga menyatu dan adonan hingga kalis.Taruh dalam wadah besar, tutup dengan kain bersih dan Istirahatkan adonan selama 60 menit.Kempiskan adonan, bagi menjadi 5 bagian kemudian bulatkan. Istirahatkan adonan selama 15 menit.Taburkan tepung secukupnya di atas meja bersih. Taruh adonan roti di atas meja tersebut. Kempiskan adonan, kemudian lipat kedua sisinya ke tengah, lalu gulung adonan berlawanan dengan lipatan hingga berbentuk oval memanjang.Istirahatkan adonan sampai mengembang selama 40 menit.Gurat-gurat permukaan roti dengan pisau tajam, kemudian taburi tipis dengan tepung terigu.Panggang dengan oven yang sudah dihangatkan sebelumnya, pasang suhu 200°C dengan waktu 30 menit. Setelah 10 menit pertama, buka oven lalu semprot dengan sedikit air.","['spray', 'ragi instant', 'tepung terigu']"
234,Resep Choi Pan,https://resepkoki.id/resep/resep-choi-pan/," Tepung beras  -  100 gram Tepung tapioka  -  30 gram Air hangat  -  200 ml Minyak sayur  -  1 sdm Bengkuang, serut kasar  -  500 gram Wortel, serut kasar  -  1 buah Bawang putih, cincang halus  -  3 siung Ebi, rendam air panas, cincang halus  -  2 sdm Lada bubuk  -  1/2 sdt Kaldu bubuk  -  1/2 sdt Garam  -  1/2 sdt Gula  -  1/2 sdt Bawang putih, cincang halus - 3 siung Minyak goreng - secukupnya Cabai rawit - 10 buah Bawang putih - 1 siung Air - 100 ml Garam - secukupnya Gula - secukupnya Cuka - 1 sdt","Isian: Tumis bawang putih sampai harum, masukkan ebi, bengkuang dan wortel. Bumbui dengan garam dan lada, aduk rata, masak sampai sayuran setengah layu kemudian angkat.Kulit: Campur tepung beras, tepung tapioka, garam, aduk rata. Tuangi dengan air sedikit-sedikit, aduk sampai rata kemudian masukkan minyak sayur, aduk rata.Ambil sedikit adonan kulit, alasi dengan plastik kemudian gilas sampai tipis. Cetak adonan menggunakan ring bulat supaya rapi.Ambil satu lembar kulit, kemudian beri isian secukupnya. Lipat jadi dua membentuk setengah lingkaran kemudian tekan bagian tepinya sampai menempel rapat. Tata di atas nampan yang ditaburi tepung supaya tidak lengket.Panaskan kukusan, alasi dengan daun pisang yang sudah dioles tipis minyak goreng. Tata choipan di kukusan kemudian kukus selama 10 menit.Minyak bawang: Tumis bawang putih cincang dengan minyak secukupnya, tumis sampai kecoklatan angkat.Sambal: Blender halus, cabai, bawang putih dan air, tambahkan garam dan gula kemudian masak sampai air menyusut. Setelah air menyusut tambahkan cuka, aduk rata. Matikan api.","['lada bubuk', 'sayur', 'ebi', 'bengkuang', 'cabai rawit', 'tepung tapioka', 'cuka', 'bawang putih', 'kaldu bubuk', 'wortel', 'tepung beras']"
235,Resep Nasi Jinggo,https://resepkoki.id/resep/resep-nasi-jinggo/," Nasi  -  2 piring Dada ayam  -  150 gram Cabai merah keriting, iris  -  1 buah Cabai rawit merah, iris  -  1 buah Daun salam  -  2 lembar Daun jeruk  -  1 lembar Bawang merah  -  2 butir Bawang putih  -  3 siung Cabai merah keriting  -  1 buah Kunyit  -  1/2 ruas jari Kencur  -  1/2 ruas jari Kemiri  -  2 butir Garam  -  1/2 sdt","Ayam sisit: Rebus dada ayam kemudian suwir-suwir. Sisihkan.Haluskan bumbu halus untuk ayam sisit kemudian tumis bersama serai, daun salam, daun jeruk sampai harum.Masukkan ayam suwir, aduk rata kemudian tambahkan irisan cabai merah keriting dan rawit. Masak hingga kering dan bumbu meresap. Angkat dan sisihkan.Sate Lilit: Tumis bumbu halus sate lilit hingga matang. Campur daging ayam yang sudah dihaluskan dengan bumbu halus kemudian aduk rata. Tambahkan kelapa parut sangrai, aduk kembali hingga rata.Ambil adonan secukupnya kemudian lilitkan ke batang serai sambil dikepal supaya menempel. Lakukan sampai habis.Panggang diatas teflon yang dioles sedikit minyak sampai matang. Sate lilit siap digunakan.Penyelesaian: Tata nasi di piring saji, tambahkan mie goreng, kering tempe, serundeng, ayam sisit, sate lilit dan sambal.","['cabai rawit merah', 'nasi', 'cabai merah keriting', 'daun jeruk', 'dada ayam', 'daun salam', 'kunyit', 'kemiri', 'bawang putih', 'bawang merah', 'kencur']"
236,Resep Korean Spicy Chicken,https://resepkoki.id/resep/resep-korean-spicy-chicken/," Daging ayam  -  500 gram Garam  -  1 sdt Lada bubuk  -  1/2 sdt Tepung maizena  -  100 gram Minyak goreng  -  secukupnya Wijen sangrai  -  secukupnya Bawang putih, cincang  -  3 siung Bawang bombay, cincang  -  1 sdm Jahe, haluskan  -  1 ruas jari Saus tomat  -  2 sdm Saus sambal  -  5 sdm Saus tiram  -  1 sdm Madu  -  3 sdm Minyak wijen  -  1 sdt","Cuci bersih ayam, potong sesuai selera, keringkan dengan tisu serap minyak atau lap bersih. Kemudian marinasi ayam, lumuri dengan garam dan lada. Diamkan di kulkas 20 menit.Balut ayam yang sudah dimarinasi dengan campuran tepung terigu dan maizena, aduk rata hingga seluruh ayam terbalut tepung.Goreng ayam hingga matang keemasan, tiriskan.Saus: Campur semua bahan saus kecuali bawang putih, bawang bombay dan jahe. Tumis bawang putih, bawang bombay dan jahe hingga harum.Campurkan ayam goreng ke dalam saus, aduk sampai semua bumbu rata melumuri ayam.Setelah matang, taburi dengan wijen sangrai.Agar ayam renyah, goreng ayam dua kali. Pertama masak ayam dengan api sedang kecil hingga tepung mulai kuning. Angkat dan diamkan 5 menit.","['madu', 'lada bubuk', 'tepung maizena', 'wijen', 'saus tiram', 'saus sambal', 'jahe', 'ayam', 'bawang putih', 'bawang bombay', 'saus tomat']"
237,Resep Ayam Telur Asin,https://resepkoki.id/resep/resep-ayam-telur-asin/," Daging ayam -  300 gram Telur, kocok lepas  -  1 butir Garam  -  1/2 sdt Tepung terigu serbaguna  -  100 gram Tepung tapioka  -  3 sdm Garam  -  1/2 sdt Merica bubuk  -  1/4 sdt  Kuning telur asin  -  4 buah Cabai merah besar, iris serong  -  2 buah Bawang putih, cincang halus  -  3 siung Susu cair  -  200 ml Daun kari  -  10 lembar Merica bubuk  -  1/4 sdt","Cuci bersih ayam kemudian potong kecil-kecil. Lumuri dengan garam dan merica. Masukkan kocokan telur, aduk rata. Simpan di kulkas selama minimal 15 menit.Campur tepung terigu, tepung tapioka, garam dan merica bubuk. Aduk rata.Masukkan ayam ke dalam campuran tepung sampai terbalut rata. Kemudian goreng hingga matang keemasan, tiriskan.Saus: Haluskan kuning telur asin, bisa ditambahkan sedikit air supaya mudah dihaluskan. Sisihkan.Tumis bawang putih dan cabai hingga harum. Masukkan kuning telur asin, tumis sebentar kemudian tambahkan susu cair, aduk rata.Bumbui dengan garam, merica dan daun kari aduk rata. Masak sampai saus mengental.Setelah saus mengental masukkan ayam goreng, aduk rata sampai semua ayam terbalut saus.","['tepung terigu', 'telur', 'merica bubuk', 'cabai merah', 'kuning telur', 'daun kari', 'ayam', 'tepung tapioka', 'bawang putih', 'asin', 'serbaguna', 'susu']"
238,Resep Cheese Tea,https://resepkoki.id/resep/resep-cheese-tea/," Teh  -  2 kantung Air panas  -  500 ml Gula pasir  -  3 sdm Whipping cream cair, dingin  -  100 ml Cream cheese, suhu ruang  -  100 gram Susu full cream cair  -  50 ml Kental manis  -  2 sdm","Seduh teh dengan air panas, buang kantungnya setelah berubah warna dengan pas. Diamkan hingga dingin.Campur whipping cream dengan kental manis, mixer hingga rata tidak sampai kaku.Tambahkan cream cheese, kocok rata kemudian masukkan susu cair. Kocok lagi hingga rata.Tata es batu dalam gelas, tuang teh yang sudah diseduh. Tambahkan krim keju di atasnya.Cheese Tea siap disajikan.Jika busa keju masih tersisa, simpan dalam wadah yang tertutup rapat dan didinginkan tidak lebih dari 2 hari. Saat ingin membuat lagi keesokan harinya, kocok adonan keju dengan seksama, ini akan menggabungkan kembali air dan lemak yang terbelah agar busa keju tetap mengapung.","['cream cheese', 'susu kental manis', 'teh', 'whipping cream', 'susu full cream']"
239,Resep Mie Cakalang,https://resepkoki.id/resep/resep-mie-cakalang/," Mie telur  -  200 gram Ikan cakalang  -  150 gram Sawi hijau  -  1 ikat Bawang putih, geprek  -  3 siung Air  -  800 ml Garam  -  1/2 sdt Kaldu bubuk  -  1/2 sdt Merica bubuk  -  1/4 sdt  Cabai merah  -  2 buah Cabai rawit  -  15 buah Bawang putih  -  1 siung Cuka  -  1 sdt Garam  -  1/2 sdt","Kukus ikan cakalang sampai matang, kemudian suwir-suwir dagingnya. Sisihkan.Rebus mie hingga matang, angkat dan tiriskan. Beri sedikit minyak goreng, lalu aduk rata supaya tidak lengket.Kuah mie: Tumis bawang putih sampai harum, masukkan ikan cakalang yang sudah disuwir, aduk rata. Tumis sampai ikan kecoklatan, kemudian tambahkan air.Bumbui dengan garam, merica dan kaldu bubuk. Setelah mendidih, masukkan sawi dan daun bawang, aduk rata. Matikan api.Sambal: Rebus cabai dan bawang putih sampai lunak, kemudian uleg halus. Tambahkan garam, cuka dan kuah cakalang, aduk rata. Sambal siap digunakan.Tata mie yang sudah direbus di mangkuk atau piring saji, siram dengan kuah cakalang kemudian taburi dengan bawang goreng.Sajikan hangat dengan sambal cuka.","['cakalang', 'mie', 'merica bubuk', 'cabai merah', 'cabai rawit', 'hijau', 'cuka', 'bawang putih', 'kaldu bubuk', 'sawi', 'telur ikan']"
240,Resep Pad Thai,https://resepkoki.id/resep/resep-pad-thai/," Mie beras / rice noodles kering  -  200 gram Udang kupas  -  200 gram Tauge  -  100 gram Bawang putih, geprek cincang halus  -  3 siung Daun bawang, potong panjang  -  2 tangkai Minyak goreng  -  secukupnya Kecap ikan  -  3 sdm Saus tiram  -  2 sdm Brown sugar  -  2 sdm Air asam jawa  -  3 sdm Kecap manis  -  2 sdm Lada bubuk  -  1/4 sdt Minyak sayur  -  1 sdm Kaldu bubuk  -  1/2 sdt","Campur semua bahan saus jadi satu dalam wadah kecil, sisihkan.Rendam mie beras 3 menit dalam air panas. Kemudian angkat dan tiriskan. Beri sedikit minyak goreng supaya tidak lengket, aduk rata.Tumis bawang putih cincang sampai harum, masukkan telur kemudian orak arik. Tambahkan masukkan udang, tumis sampai udang berubah warna.Masukkan mie beras dan sausnya, aduk rata.Masukkan tauge dan daun bawang, masak sebentar kemudian angkat.Tata Pad Thai di piring saji, tambahkan kacang tanah tumbuk, cabai kering dan irisan jeruk nipis.","['lada bubuk', 'tauge', 'brown sugar', 'kering', 'saus tiram', 'sayur', 'asam jawa', 'mie', 'kecap manis', 'daun bawang', 'beras', 'kecap ikan', 'udang', 'bawang putih', 'rice noodles', 'kaldu bubuk']"
241,Resep MPASI 6 Bulan (Bubur Kabocha),https://resepkoki.id/resep/resep-mpasi-6-bulan-bubur-kabocha/, Kabocha  -  200 gram Daging ayam giling  -  50 gram ASI atau susu formula  -  2 sdm,"Kupas kabocha, potong-potong kecil kemudian cuci bersih.Kukus kabocha dan ayam giling bersamaan dalam wadah terpisah sampai matang, kurang lebih selama 20 menit.Setelah matang, campur dengan ayam kemudian haluskan dengan chopper sampai benar-benar halus dan lumer.Tambahkan ASI atau susu formula ke dalam bubur, aduk rata.Bubur Kabocha siap disajikan.1. Susu bisa ditambah apabila menginginkan tekstur bubur yang lebih encer.","['kabocha', 'asi', 'ayam', 'giling', 'susu']"
242,Resep Kekian Ayam Udang,https://resepkoki.id/resep/resep-kekian-ayam-udang/," Daging ayam  -  300 gram Udang  -  200 gram Telur  -  1 butir Daun bawang, iris halus  -  2 tangkai Tepung tapioka  -  4 sdm Kulit kembang tahu  -  secukupnya Bawang putih, haluskan  -  4 siung Merica bubuk  -  1 sdt Saus tiram  -  1 sdm Kecap asin  -  1 sdm Minyak wijen  -  1 sdt Kaldu bubuk  -  1/2 sdt Garam  -  1/2 sdt ","Haluskan daging ayam dan udang dengan menggunakan chopper.Campur daging ayam dan udang yang sudah dihaluskan dengan telur, wortel, daun bawang, tepung tapioka dan semua bumbu, aduk rata.Ambil sepotong kulit tahu, isi dengan 2 sendok makan adonan, kemudian gulung dan rapatkan. Lipat bagian ujung-ujungnya supaya adonan tidak keluar. Lakukan sampai adonan habis.Kukus adonan hingga matang selama 30 menit.Setelah matang, goreng kemudian potong-potong dan sajikan.Jika ingin dijadikan frozen food, setelah kukusan matang, dinginkan lalu taruh dalam wadah kedap udara. Simpan dalam freezer.","['kembang tahu', 'wijen', 'saus tiram', 'telur', 'kecap asin', 'merica bubuk', 'daun bawang', 'ayam', 'udang', 'tepung tapioka', 'bawang putih', 'kulit', 'kaldu bubuk']"
